Attention,Meditation,Eye Blink,Average,Emotion,Intensity
48,71,17,45.33333333,Happy,Medium
92,19,10,40.33333333,Concentrated,Medium
85,86,3,58.0,Fear,Medium
91,27,21,46.33333333,Happy,Medium
70,92,10,57.33333333,Fear,Medium
29,3,5,12.33333333,Sad,Low
57,15,1,24.33333333,Relaxed,Low
72,22,3,32.33333333,Concentrated,Medium
8,88,10,35.33333333,Concentrated,Medium
45,69,9,41.0,Concentrated,Medium
85,98,20,67.66666667,Fear,High
46,59,10,38.33333333,Concentrated,Medium
42,81,4,42.33333333,Drunker,Medium
61,94,11,55.33333333,Happy,Medium
89,7,5,33.66666667,Concentrated,Medium
3,61,13,25.66666667,Relaxed,Low
69,6,5,26.66666667,Relaxed,Low
85,49,12,48.66666667,Happy,Medium
21,45,16,27.33333333,Relaxed,Low
36,21,9,22.0,Relaxed,Low
67,25,10,34.0,Concentrated,Medium
40,24,13,25.66666667,Relaxed,Low
68,6,20,31.33333333,Concentrated,Medium
14,74,16,34.66666667,Concentrated,Medium
25,84,9,39.33333333,Concentrated,Medium
73,40,12,41.66666667,Concentrated,Medium
74,35,13,40.66666667,Concentrated,Medium
16,54,9,26.33333333,Relaxed,Low
52,56,6,38.0,Concentrated,Medium
10,9,14,11.0,Sad,Low
35,63,20,39.33333333,Concentrated,Medium
79,71,2,50.66666667,Happy,Medium
36,96,11,47.66666667,Happy,Medium
38,76,4,39.33333333,Concentrated,Medium
91,53,13,52.33333333,Happy,Medium
20,85,14,39.66666667,Concentrated,Medium
98,31,2,43.66666667,Happy,Medium
61,8,12,27.0,Relaxed,Low
75,74,3,50.66666667,Happy,Medium
70,85,8,54.33333333,Happy,Medium
92,69,14,58.33333333,Fear,Medium
22,97,1,40.0,Concentrated,Medium
37,25,12,24.66666667,Relaxed,Low
29,85,5,39.66666667,Concentrated,Medium
32,42,20,31.33333333,Concentrated,Medium
76,95,18,63.0,Fear,High
83,46,19,49.33333333,Happy,Medium
72,94,9,58.33333333,Fear,Medium
20,9,1,10.0,Sad,Low
7,70,11,29.33333333,Concentrated,Low
34,80,16,43.33333333,Happy,Medium
70,96,11,59.0,Fear,Medium
95,43,18,52.0,Happy,Medium
54,90,17,53.66666667,Happy,Medium
17,92,3,37.33333333,Concentrated,Medium
55,54,14,41.0,Concentrated,Medium
33,25,13,23.66666667,Relaxed,Low
82,55,11,49.33333333,Happy,Medium
20,60,7,29.0,Concentrated,Low
71,33,5,36.33333333,Concentrated,Medium
1,66,1,22.66666667,Relaxed,Low
47,57,12,38.66666667,Concentrated,Medium
64,52,9,41.66666667,Concentrated,Medium
88,77,3,56.0,Happy,Medium
86,28,12,42.0,Concentrated,Medium
81,36,3,40.0,Concentrated,Medium
37,100,7,48.0,Happy,Medium
24,35,4,21.0,Relaxed,Low
60,43,1,34.66666667,Concentrated,Medium
39,94,14,49.0,Happy,Medium
6,97,10,37.66666667,Concentrated,Medium
55,76,2,44.33333333,Happy,Medium
67,7,14,29.33333333,Concentrated,Low
74,93,11,59.33333333,Fear,Medium
65,47,12,41.33333333,Concentrated,Medium
86,10,9,35.0,Concentrated,Medium
11,82,2,31.66666667,Concentrated,Medium
65,66,11,47.33333333,Happy,Medium
91,41,19,50.33333333,Happy,Medium
17,71,1,29.66666667,Concentrated,Low
6,66,5,25.66666667,Relaxed,Low
100,10,11,40.33333333,Concentrated,Medium
95,92,19,68.66666667,Fear,High
55,54,21,43.33333333,Happy,Medium
54,5,10,23.0,Relaxed,Low
15,41,4,20.0,Relaxed,Low
37,95,8,46.66666667,Happy,Medium
26,12,8,15.33333333,Relaxed,Low
7,45,8,20.0,Relaxed,Low
27,28,7,20.66666667,Relaxed,Low
64,71,11,48.66666667,Happy,Medium
62,24,13,33.0,Concentrated,Medium
47,21,7,25.0,Relaxed,Low
71,66,1,46.0,Happy,Medium
61,12,15,29.33333333,Concentrated,Low
65,54,1,40.0,Concentrated,Medium
68,100,3,57.0,Fear,Medium
5,10,1,5.333333333,Drunker,Low
49,91,6,48.66666667,Happy,Medium
89,54,15,52.66666667,Happy,Medium
100,23,14,45.66666667,Happy,Medium
44,7,14,21.66666667,Relaxed,Low
3,47,20,23.33333333,Relaxed,Low
79,96,17,64.0,Fear,High
23,45,18,28.66666667,Drunker,Low
53,40,19,37.33333333,Concentrated,Medium
45,78,1,41.33333333,Concentrated,Medium
89,54,7,50.0,Happy,Medium
98,28,6,44.0,Happy,Medium
46,93,11,50.0,Happy,Medium
45,72,5,40.66666667,Concentrated,Medium
20,52,10,27.33333333,Relaxed,Low
37,39,14,30.0,Concentrated,Medium
53,66,20,46.33333333,Happy,Medium
60,88,14,54.0,Happy,Medium
67,52,17,45.33333333,Happy,Medium
40,43,4,29.0,Concentrated,Low
45,99,10,51.33333333,Happy,Medium
28,82,12,40.66666667,Concentrated,Medium
75,51,20,48.66666667,Happy,Medium
98,7,21,42.0,Concentrated,Medium
72,5,6,27.66666667,Relaxed,Low
38,78,21,45.66666667,Happy,Medium
71,52,5,42.66666667,Drunker,Medium
18,44,21,27.66666667,Relaxed,Low
38,1,18,19.0,Relaxed,Low
98,73,7,59.33333333,Fear,Medium
42,44,15,33.66666667,Concentrated,Medium
9,26,15,16.66666667,Relaxed,Low
8,56,13,25.66666667,Relaxed,Low
46,22,10,26.0,Relaxed,Low
86,72,7,55.0,Happy,Medium
24,96,6,42.0,Concentrated,Medium
11,16,13,13.33333333,Sad,Low
3,9,17,9.666666667,Sad,Low
71,6,18,31.66666667,Concentrated,Medium
60,60,1,40.33333333,Concentrated,Medium
24,40,21,28.33333333,Drunker,Low
38,63,1,34.0,Concentrated,Medium
88,93,18,66.33333333,Fear,High
39,82,19,46.66666667,Happy,Medium
71,84,16,57.0,Fear,Medium
20,40,15,25.0,Relaxed,Low
57,31,10,32.66666667,Concentrated,Medium
79,89,13,60.33333333,Fear,High
73,99,17,63.0,Fear,High
40,75,18,44.33333333,Happy,Medium
80,57,13,50.0,Happy,Medium
10,22,4,12.0,Sad,Low
1,15,8,8.0,Sad,Low
65,34,3,34.0,Concentrated,Medium
81,17,4,34.0,Concentrated,Medium
51,24,21,32.0,Concentrated,Medium
13,81,13,35.66666667,Concentrated,Medium
23,39,2,21.33333333,Relaxed,Low
61,17,19,32.33333333,Concentrated,Medium
26,96,15,45.66666667,Happy,Medium
73,44,13,43.33333333,Happy,Medium
8,87,21,38.66666667,Concentrated,Medium
29,84,11,41.33333333,Concentrated,Medium
91,40,5,45.33333333,Happy,Medium
2,17,11,10.0,Sad,Low
66,76,18,53.33333333,Happy,Medium
1,81,10,30.66666667,Concentrated,Medium
99,45,8,50.66666667,Happy,Medium
93,22,20,45.0,Happy,Medium
45,74,3,40.66666667,Concentrated,Medium
7,13,18,12.66666667,Sad,Low
71,94,6,57.0,Fear,Medium
81,77,12,56.66666667,Drunker,Medium
75,60,7,47.33333333,Happy,Medium
90,69,12,57.0,Fear,Medium
98,67,7,57.33333333,Fear,Medium
91,38,21,50.0,Happy,Medium
1,66,13,26.66666667,Relaxed,Low
49,62,21,44.0,Happy,Medium
46,29,14,29.66666667,Concentrated,Low
37,11,15,21.0,Relaxed,Low
67,13,14,31.33333333,Concentrated,Medium
78,52,21,50.33333333,Happy,Medium
17,91,12,40.0,Concentrated,Medium
29,59,2,30.0,Concentrated,Medium
77,5,21,34.33333333,Concentrated,Medium
97,38,19,51.33333333,Happy,Medium
51,81,7,46.33333333,Happy,Medium
9,89,8,35.33333333,Concentrated,Medium
95,70,3,56.0,Happy,Medium
89,97,13,66.33333333,Fear,High
21,96,19,45.33333333,Happy,Medium
50,49,5,34.66666667,Concentrated,Medium
35,45,18,32.66666667,Concentrated,Medium
74,33,7,38.0,Concentrated,Medium
81,7,20,36.0,Concentrated,Medium
75,89,16,60.0,Fear,High
39,7,8,18.0,Relaxed,Low
57,77,6,46.66666667,Happy,Medium
88,53,9,50.0,Happy,Medium
93,16,15,41.33333333,Concentrated,Medium
72,56,2,43.33333333,Happy,Medium
40,59,13,37.33333333,Concentrated,Medium
35,82,8,41.66666667,Concentrated,Medium
84,60,13,52.33333333,Happy,Medium
31,53,11,31.66666667,Concentrated,Medium
17,2,21,13.33333333,Sad,Low
31,20,11,20.66666667,Relaxed,Low
16,3,19,12.66666667,Sad,Low
94,100,3,65.66666667,Fear,High
65,72,3,46.66666667,Happy,Medium
93,98,10,67.0,Fear,High
21,25,12,19.33333333,Relaxed,Low
62,3,15,26.66666667,Relaxed,Low
11,15,9,11.66666667,Sad,Low
94,33,3,43.33333333,Happy,Medium
88,55,21,54.66666667,Happy,Medium
91,23,14,42.66666667,Drunker,Medium
76,89,15,60.0,Fear,High
81,76,2,53.0,Happy,Medium
24,12,20,18.66666667,Relaxed,Low
5,96,16,39.0,Concentrated,Medium
98,89,10,65.66666667,Fear,High
50,72,19,47.0,Happy,Medium
10,80,4,31.33333333,Concentrated,Medium
65,68,16,49.66666667,Happy,Medium
9,93,2,34.66666667,Concentrated,Medium
41,90,1,44.0,Happy,Medium
13,89,7,36.33333333,Concentrated,Medium
79,10,19,36.0,Concentrated,Medium
1,13,6,6.666666667,Sad,Low
93,55,9,52.33333333,Happy,Medium
92,38,18,49.33333333,Happy,Medium
29,5,3,12.33333333,Sad,Low
58,41,17,38.66666667,Concentrated,Medium
74,79,17,56.66666667,Drunker,Medium
14,35,15,21.33333333,Relaxed,Low
46,57,17,40.0,Concentrated,Medium
21,21,6,16.0,Relaxed,Low
52,50,13,38.33333333,Concentrated,Medium
37,38,18,31.0,Concentrated,Medium
37,75,9,40.33333333,Concentrated,Medium
87,82,5,58.0,Fear,Medium
70,77,20,55.66666667,Happy,Medium
87,81,9,59.0,Fear,Medium
48,63,3,38.0,Concentrated,Medium
96,30,3,43.0,Happy,Medium
58,40,14,37.33333333,Concentrated,Medium
85,22,5,37.33333333,Concentrated,Medium
34,77,15,42.0,Concentrated,Medium
62,24,2,29.33333333,Concentrated,Low
5,38,4,15.66666667,Relaxed,Low
78,6,19,34.33333333,Concentrated,Medium
71,67,16,51.33333333,Happy,Medium
1,12,1,4.666666667,Drunker,Low
40,73,6,39.66666667,Concentrated,Medium
70,16,9,31.66666667,Concentrated,Medium
75,24,12,37.0,Concentrated,Medium
31,98,9,46.0,Happy,Medium
21,34,13,22.66666667,Relaxed,Low
11,49,1,20.33333333,Relaxed,Low
82,87,21,63.33333333,Fear,High
56,85,3,48.0,Happy,Medium
66,41,7,38.0,Concentrated,Medium
58,36,11,35.0,Concentrated,Medium
63,36,14,37.66666667,Concentrated,Medium
87,8,7,34.0,Concentrated,Medium
91,21,6,39.33333333,Concentrated,Medium
47,37,10,31.33333333,Concentrated,Medium
73,78,21,57.33333333,Fear,Medium
76,91,16,61.0,Fear,High
89,33,19,47.0,Happy,Medium
26,33,8,22.33333333,Relaxed,Low
59,62,7,42.66666667,Drunker,Medium
60,20,10,30.0,Concentrated,Medium
51,75,5,43.66666667,Happy,Medium
43,28,1,24.0,Relaxed,Low
87,55,21,54.33333333,Happy,Medium
42,15,7,21.33333333,Relaxed,Low
24,33,3,20.0,Relaxed,Low
42,81,2,41.66666667,Concentrated,Medium
49,37,10,32.0,Concentrated,Medium
4,36,5,15.0,Relaxed,Low
88,88,10,62.0,Fear,High
16,24,15,18.33333333,Relaxed,Low
77,34,5,38.66666667,Concentrated,Medium
25,56,5,28.66666667,Drunker,Low
45,79,12,45.33333333,Happy,Medium
73,30,15,39.33333333,Concentrated,Medium
53,37,16,35.33333333,Concentrated,Medium
14,86,14,38.0,Concentrated,Medium
13,25,7,15.0,Relaxed,Low
52,69,3,41.33333333,Concentrated,Medium
48,27,4,26.33333333,Relaxed,Low
68,54,7,43.0,Happy,Medium
99,88,7,64.66666667,Fear,High
91,58,16,55.0,Happy,Medium
18,31,3,17.33333333,Relaxed,Low
42,10,6,19.33333333,Relaxed,Low
46,34,2,27.33333333,Relaxed,Low
39,64,19,40.66666667,Concentrated,Medium
54,16,14,28.0,Relaxed,Low
34,75,7,38.66666667,Concentrated,Medium
56,39,14,36.33333333,Concentrated,Medium
37,5,5,15.66666667,Relaxed,Low
18,23,13,18.0,Relaxed,Low
19,3,1,7.666666667,Sad,Low
18,55,2,25.0,Relaxed,Low
75,23,1,33.0,Concentrated,Medium
65,1,8,24.66666667,Relaxed,Low
92,69,1,54.0,Happy,Medium
89,77,19,61.66666667,Fear,High
73,86,2,53.66666667,Happy,Medium
93,54,5,50.66666667,Happy,Medium
49,20,21,30.0,Concentrated,Medium
15,27,18,20.0,Relaxed,Low
19,90,11,40.0,Concentrated,Medium
31,39,15,28.33333333,Drunker,Low
64,82,12,52.66666667,Happy,Medium
32,3,12,15.66666667,Relaxed,Low
67,41,6,38.0,Concentrated,Medium
57,44,19,40.0,Concentrated,Medium
53,80,13,48.66666667,Happy,Medium
54,98,17,56.33333333,Drunker,Medium
48,54,5,35.66666667,Concentrated,Medium
64,46,1,37.0,Concentrated,Medium
4,80,10,31.33333333,Concentrated,Medium
99,52,11,54.0,Happy,Medium
92,61,21,58.0,Fear,Medium
92,97,19,69.33333333,Fear,High
57,88,7,50.66666667,Happy,Medium
72,83,20,58.33333333,Fear,Medium
36,44,14,31.33333333,Concentrated,Medium
16,27,10,17.66666667,Relaxed,Low
15,92,17,41.33333333,Concentrated,Medium
64,48,6,39.33333333,Concentrated,Medium
83,44,18,48.33333333,Happy,Medium
32,14,10,18.66666667,Relaxed,Low
62,51,10,41.0,Concentrated,Medium
2,92,6,33.33333333,Concentrated,Medium
24,46,4,24.66666667,Relaxed,Low
56,78,19,51.0,Happy,Medium
49,5,8,20.66666667,Relaxed,Low
40,82,12,44.66666667,Happy,Medium
15,17,5,12.33333333,Sad,Low
13,23,4,13.33333333,Sad,Low
31,9,4,14.66666667,Drunker,Low
66,43,7,38.66666667,Concentrated,Medium
86,63,8,52.33333333,Happy,Medium
97,98,12,69.0,Fear,High
77,89,14,60.0,Fear,High
98,70,13,60.33333333,Fear,High
91,89,14,64.66666667,Fear,High
13,56,13,27.33333333,Relaxed,Low
86,64,11,53.66666667,Happy,Medium
59,4,11,24.66666667,Relaxed,Low
59,7,6,24.0,Relaxed,Low
73,59,1,44.33333333,Happy,Medium
65,7,19,30.33333333,Concentrated,Medium
33,58,2,31.0,Concentrated,Medium
59,84,20,54.33333333,Happy,Medium
99,27,4,43.33333333,Happy,Medium
19,54,15,29.33333333,Concentrated,Low
47,95,5,49.0,Happy,Medium
64,3,8,25.0,Relaxed,Low
44,57,12,37.66666667,Concentrated,Medium
22,68,19,36.33333333,Concentrated,Medium
25,22,20,22.33333333,Relaxed,Low
24,29,10,21.0,Relaxed,Low
16,64,3,27.66666667,Relaxed,Low
17,7,10,11.33333333,Sad,Low
44,73,14,43.66666667,Happy,Medium
6,89,14,36.33333333,Concentrated,Medium
23,46,15,28.0,Relaxed,Low
42,88,14,48.0,Happy,Medium
65,85,7,52.33333333,Happy,Medium
95,73,18,62.0,Fear,High
68,67,14,49.66666667,Happy,Medium
35,67,5,35.66666667,Concentrated,Medium
80,58,17,51.66666667,Happy,Medium
35,9,12,18.66666667,Relaxed,Low
23,91,12,42.0,Concentrated,Medium
38,57,8,34.33333333,Concentrated,Medium
76,10,10,32.0,Concentrated,Medium
13,3,20,12.0,Sad,Low
35,64,10,36.33333333,Concentrated,Medium
31,4,9,14.66666667,Drunker,Low
30,16,8,18.0,Relaxed,Low
33,68,17,39.33333333,Concentrated,Medium
59,90,20,56.33333333,Drunker,Medium
97,91,16,68.0,Fear,High
10,28,14,17.33333333,Relaxed,Low
27,11,11,16.33333333,Relaxed,Low
25,18,16,19.66666667,Relaxed,Low
66,55,5,42.0,Concentrated,Medium
99,99,9,69.0,Fear,High
56,89,1,48.66666667,Happy,Medium
30,85,8,41.0,Concentrated,Medium
99,28,12,46.33333333,Happy,Medium
54,13,3,23.33333333,Relaxed,Low
73,53,4,43.33333333,Happy,Medium
39,92,9,46.66666667,Happy,Medium
42,95,20,52.33333333,Happy,Medium
7,47,9,21.0,Relaxed,Low
7,9,11,9.0,Sad,Low
80,44,15,46.33333333,Happy,Medium
35,100,20,51.66666667,Happy,Medium
31,10,6,15.66666667,Relaxed,Low
28,66,1,31.66666667,Concentrated,Medium
96,21,9,42.0,Concentrated,Medium
48,73,12,44.33333333,Happy,Medium
50,81,17,49.33333333,Happy,Medium
35,7,13,18.33333333,Relaxed,Low
66,3,10,26.33333333,Relaxed,Low
68,1,6,25.0,Relaxed,Low
56,51,8,38.33333333,Concentrated,Medium
100,61,21,60.66666667,Fear,High
67,24,3,31.33333333,Concentrated,Medium
64,12,21,32.33333333,Concentrated,Medium
22,11,5,12.66666667,Sad,Low
49,52,18,39.66666667,Concentrated,Medium
49,46,12,35.66666667,Concentrated,Medium
48,62,4,38.0,Concentrated,Medium
68,20,7,31.66666667,Concentrated,Medium
27,50,11,29.33333333,Concentrated,Low
35,63,11,36.33333333,Concentrated,Medium
100,40,1,47.0,Happy,Medium
43,62,4,36.33333333,Concentrated,Medium
40,69,13,40.66666667,Concentrated,Medium
99,76,20,65.0,Fear,High
9,68,1,26.0,Relaxed,Low
86,69,21,58.66666667,Fear,Medium
25,23,14,20.66666667,Relaxed,Low
74,33,2,36.33333333,Concentrated,Medium
23,83,5,37.0,Concentrated,Medium
23,24,16,21.0,Relaxed,Low
95,24,9,42.66666667,Drunker,Medium
37,61,4,34.0,Concentrated,Medium
38,93,19,50.0,Happy,Medium
77,38,15,43.33333333,Happy,Medium
17,79,5,33.66666667,Concentrated,Medium
44,41,2,29.0,Concentrated,Low
92,7,11,36.66666667,Concentrated,Medium
4,97,15,38.66666667,Concentrated,Medium
75,8,15,32.66666667,Concentrated,Medium
26,11,19,18.66666667,Relaxed,Low
8,38,10,18.66666667,Relaxed,Low
26,29,4,19.66666667,Relaxed,Low
100,22,1,41.0,Concentrated,Medium
19,13,21,17.66666667,Relaxed,Low
12,83,13,36.0,Concentrated,Medium
67,18,10,31.66666667,Concentrated,Medium
62,91,14,55.66666667,Happy,Medium
72,1,9,27.33333333,Relaxed,Low
77,75,14,55.33333333,Happy,Medium
13,51,5,23.0,Relaxed,Low
63,17,2,27.33333333,Relaxed,Low
47,91,13,50.33333333,Happy,Medium
88,59,13,53.33333333,Happy,Medium
78,16,17,37.0,Concentrated,Medium
31,38,13,27.33333333,Relaxed,Low
88,82,12,60.66666667,Fear,High
97,9,16,40.66666667,Concentrated,Medium
86,75,19,60.0,Fear,High
9,13,19,13.66666667,Sad,Low
44,82,16,47.33333333,Happy,Medium
69,2,3,24.66666667,Relaxed,Low
7,68,14,29.66666667,Concentrated,Low
45,57,13,38.33333333,Concentrated,Medium
88,41,9,46.0,Happy,Medium
100,9,16,41.66666667,Concentrated,Medium
94,77,2,57.66666667,Fear,Medium
85,2,14,33.66666667,Concentrated,Medium
50,11,19,26.66666667,Relaxed,Low
38,67,8,37.66666667,Concentrated,Medium
33,70,8,37.0,Concentrated,Medium
29,97,1,42.33333333,Drunker,Medium
60,55,17,44.0,Happy,Medium
64,1,13,26.0,Relaxed,Low
36,9,21,22.0,Relaxed,Low
75,86,21,60.66666667,Fear,High
39,94,4,45.66666667,Happy,Medium
3,91,12,35.33333333,Concentrated,Medium
21,4,21,15.33333333,Relaxed,Low
8,62,1,23.66666667,Relaxed,Low
91,60,4,51.66666667,Happy,Medium
79,51,21,50.33333333,Happy,Medium
92,96,16,68.0,Fear,High
67,28,5,33.33333333,Concentrated,Medium
22,15,20,19.0,Relaxed,Low
23,74,18,38.33333333,Concentrated,Medium
39,88,6,44.33333333,Happy,Medium
25,35,16,25.33333333,Relaxed,Low
79,3,6,29.33333333,Concentrated,Low
27,89,17,44.33333333,Happy,Medium
82,63,12,52.33333333,Happy,Medium
90,81,4,58.33333333,Fear,Medium
53,86,9,49.33333333,Happy,Medium
94,38,15,49.0,Happy,Medium
40,91,9,46.66666667,Happy,Medium
3,81,2,28.66666667,Drunker,Low
93,76,11,60.0,Fear,High
95,51,6,50.66666667,Happy,Medium
27,44,10,27.0,Relaxed,Low
61,94,19,58.0,Fear,Medium
49,63,1,37.66666667,Concentrated,Medium
81,79,18,59.33333333,Fear,Medium
60,35,4,33.0,Concentrated,Medium
33,73,17,41.0,Concentrated,Medium
80,73,10,54.33333333,Happy,Medium
30,21,10,20.33333333,Relaxed,Low
77,14,3,31.33333333,Concentrated,Medium
91,59,4,51.33333333,Happy,Medium
78,98,14,63.33333333,Fear,High
34,69,4,35.66666667,Concentrated,Medium
14,35,8,19.0,Relaxed,Low
18,34,18,23.33333333,Relaxed,Low
21,6,19,15.33333333,Relaxed,Low
29,60,10,33.0,Concentrated,Medium
81,49,16,48.66666667,Happy,Medium
9,70,10,29.66666667,Concentrated,Low
79,60,11,50.0,Happy,Medium
52,1,4,19.0,Relaxed,Low
29,39,5,24.33333333,Relaxed,Low
97,63,8,56.0,Happy,Medium
39,62,16,39.0,Concentrated,Medium
21,86,10,39.0,Concentrated,Medium
27,44,14,28.33333333,Drunker,Low
19,96,16,43.66666667,Happy,Medium
19,88,8,38.33333333,Concentrated,Medium
55,47,6,36.0,Concentrated,Medium
74,97,21,64.0,Fear,High
6,5,11,7.333333333,Sad,Low
99,52,4,51.66666667,Happy,Medium
71,5,14,30.0,Concentrated,Medium
17,53,16,28.66666667,Drunker,Low
88,9,18,38.33333333,Concentrated,Medium
82,82,19,61.0,Fear,High
48,42,3,31.0,Concentrated,Medium
78,82,8,56.0,Happy,Medium
36,82,17,45.0,Happy,Medium
14,2,2,6.0,Sad,Low
98,56,12,55.33333333,Happy,Medium
27,79,10,38.66666667,Concentrated,Medium
93,50,15,52.66666667,Happy,Medium
70,66,18,51.33333333,Happy,Medium
13,50,6,23.0,Relaxed,Low
17,87,12,38.66666667,Concentrated,Medium
31,6,12,16.33333333,Relaxed,Low
10,59,18,29.0,Concentrated,Low
53,53,20,42.0,Concentrated,Medium
96,59,6,53.66666667,Happy,Medium
72,96,5,57.66666667,Fear,Medium
69,97,10,58.66666667,Fear,Medium
35,78,9,40.66666667,Concentrated,Medium
42,1,11,18.0,Relaxed,Low
46,4,6,18.66666667,Relaxed,Low
18,73,16,35.66666667,Concentrated,Medium
41,56,9,35.33333333,Concentrated,Medium
21,15,21,19.0,Relaxed,Low
75,6,21,34.0,Concentrated,Medium
73,7,20,33.33333333,Concentrated,Medium
58,96,18,57.33333333,Fear,Medium
44,34,13,30.33333333,Concentrated,Medium
70,92,11,57.66666667,Fear,Medium
36,46,5,29.0,Concentrated,Low
17,45,13,25.0,Relaxed,Low
72,31,8,37.0,Concentrated,Medium
52,70,3,41.66666667,Concentrated,Medium
13,48,9,23.33333333,Relaxed,Low
96,79,4,59.66666667,Fear,Medium
56,54,8,39.33333333,Concentrated,Medium
57,70,13,46.66666667,Happy,Medium
53,18,13,28.0,Relaxed,Low
12,94,4,36.66666667,Concentrated,Medium
2,100,20,40.66666667,Concentrated,Medium
21,35,20,25.33333333,Relaxed,Low
77,27,15,39.66666667,Concentrated,Medium
14,9,11,11.33333333,Sad,Low
28,88,15,43.66666667,Happy,Medium
77,77,20,58.0,Fear,Medium
73,77,14,54.66666667,Happy,Medium
76,51,19,48.66666667,Happy,Medium
40,50,8,32.66666667,Concentrated,Medium
88,97,21,68.66666667,Fear,High
77,87,6,56.66666667,Drunker,Medium
28,35,20,27.66666667,Relaxed,Low
98,57,21,58.66666667,Fear,Medium
54,32,1,29.0,Concentrated,Low
55,19,13,29.0,Concentrated,Low
75,70,9,51.33333333,Happy,Medium
14,20,13,15.66666667,Relaxed,Low
39,51,16,35.33333333,Concentrated,Medium
59,5,15,26.33333333,Relaxed,Low
20,86,12,39.33333333,Concentrated,Medium
63,85,7,51.66666667,Happy,Medium
17,62,7,28.66666667,Drunker,Low
96,21,8,41.66666667,Concentrated,Medium
69,12,1,27.33333333,Relaxed,Low
95,40,4,46.33333333,Happy,Medium
75,97,19,63.66666667,Fear,High
38,11,17,22.0,Relaxed,Low
47,17,21,28.33333333,Drunker,Low
13,69,8,30.0,Concentrated,Medium
38,1,11,16.66666667,Relaxed,Low
46,18,9,24.33333333,Relaxed,Low
13,54,9,25.33333333,Relaxed,Low
99,37,19,51.66666667,Happy,Medium
65,45,10,40.0,Concentrated,Medium
27,14,13,18.0,Relaxed,Low
19,95,20,44.66666667,Happy,Medium
67,66,11,48.0,Happy,Medium
18,81,20,39.66666667,Concentrated,Medium
97,40,4,47.0,Happy,Medium
5,39,18,20.66666667,Relaxed,Low
42,33,20,31.66666667,Concentrated,Medium
66,1,8,25.0,Relaxed,Low
36,73,19,42.66666667,Drunker,Medium
24,41,16,27.0,Relaxed,Low
88,22,17,42.33333333,Drunker,Medium
64,43,19,42.0,Concentrated,Medium
70,92,16,59.33333333,Fear,Medium
37,86,7,43.33333333,Happy,Medium
67,39,8,38.0,Concentrated,Medium
99,47,7,51.0,Happy,Medium
2,75,1,26.0,Relaxed,Low
81,26,8,38.33333333,Concentrated,Medium
16,71,13,33.33333333,Concentrated,Medium
44,65,10,39.66666667,Concentrated,Medium
6,40,13,19.66666667,Relaxed,Low
20,59,17,32.0,Concentrated,Medium
89,16,2,35.66666667,Concentrated,Medium
17,9,15,13.66666667,Sad,Low
58,77,20,51.66666667,Happy,Medium
14,91,4,36.33333333,Concentrated,Medium
28,69,3,33.33333333,Concentrated,Medium
52,5,20,25.66666667,Relaxed,Low
27,26,15,22.66666667,Relaxed,Low
66,38,2,35.33333333,Concentrated,Medium
16,82,3,33.66666667,Concentrated,Medium
23,59,14,32.0,Concentrated,Medium
84,3,13,33.33333333,Concentrated,Medium
10,54,21,28.33333333,Drunker,Low
61,73,11,48.33333333,Happy,Medium
26,36,2,21.33333333,Relaxed,Low
27,25,21,24.33333333,Relaxed,Low
89,78,4,57.0,Fear,Medium
82,81,14,59.0,Fear,Medium
1,93,1,31.66666667,Concentrated,Medium
77,7,16,33.33333333,Concentrated,Medium
100,64,12,58.66666667,Fear,Medium
8,39,21,22.66666667,Relaxed,Low
44,14,7,21.66666667,Relaxed,Low
56,92,1,49.66666667,Happy,Medium
47,39,14,33.33333333,Concentrated,Medium
97,26,7,43.33333333,Happy,Medium
30,42,1,24.33333333,Relaxed,Low
16,29,1,15.33333333,Relaxed,Low
51,95,21,55.66666667,Happy,Medium
10,59,21,30.0,Concentrated,Medium
25,70,8,34.33333333,Concentrated,Medium
67,83,8,52.66666667,Happy,Medium
76,100,1,59.0,Fear,Medium
83,82,5,56.66666667,Drunker,Medium
24,77,4,35.0,Concentrated,Medium
59,20,6,28.33333333,Drunker,Low
32,72,2,35.33333333,Concentrated,Medium
51,18,14,27.66666667,Relaxed,Low
52,68,9,43.0,Happy,Medium
77,50,10,45.66666667,Happy,Medium
50,37,16,34.33333333,Concentrated,Medium
64,79,21,54.66666667,Happy,Medium
46,32,5,27.66666667,Relaxed,Low
97,70,5,57.33333333,Fear,Medium
8,14,14,12.0,Sad,Low
64,48,21,44.33333333,Happy,Medium
39,9,2,16.66666667,Relaxed,Low
89,97,14,66.66666667,Fear,High
42,68,20,43.33333333,Happy,Medium
75,29,2,35.33333333,Concentrated,Medium
85,16,9,36.66666667,Concentrated,Medium
65,43,16,41.33333333,Concentrated,Medium
69,7,4,26.66666667,Relaxed,Low
19,61,5,28.33333333,Drunker,Low
97,61,13,57.0,Fear,Medium
50,41,11,34.0,Concentrated,Medium
82,43,5,43.33333333,Happy,Medium
30,6,15,17.0,Relaxed,Low
47,51,17,38.33333333,Concentrated,Medium
43,61,7,37.0,Concentrated,Medium
15,72,1,29.33333333,Concentrated,Low
50,2,18,23.33333333,Relaxed,Low
12,84,15,37.0,Concentrated,Medium
22,18,11,17.0,Relaxed,Low
80,48,4,44.0,Happy,Medium
96,3,2,33.66666667,Concentrated,Medium
