Attention,Meditation,Eye Blink,Average,Emotion
65,85,7,52.33333333,Happy
95,73,18,62,Fear
68,67,14,49.66666667,Happy
35,67,5,35.66666667,Concentrated
80,58,17,51.66666667,Happy
35,9,12,18.66666667,Relaxed
23,91,12,42,Concentrated
38,57,8,34.33333333,Concentrated
76,10,10,32,Concentrated
13,3,20,12,Sad
35,64,10,36.33333333,Concentrated
31,4,9,14.66666667,Drunker
30,16,8,18,Relaxed
33,68,17,39.33333333,Concentrated
59,90,20,56.33333333,Drunker
97,91,16,68,Fear
10,28,14,17.33333333,Relaxed
27,11,11,16.33333333,Relaxed
25,18,16,19.66666667,Relaxed
66,55,5,42,Concentrated
99,99,9,69,Fear
56,89,1,48.66666667,Happy
30,85,8,41,Concentrated
99,28,12,46.33333333,Happy
54,13,3,23.33333333,Relaxed
73,53,4,43.33333333,Happy
39,92,9,46.66666667,Happy
42,95,20,52.33333333,Happy
7,47,9,21,Relaxed
7,9,11,9,Sad
80,44,15,46.33333333,Happy
35,100,20,51.66666667,Happy
31,10,6,15.66666667,Relaxed
28,66,1,31.66666667,Concentrated
96,21,9,42,Concentrated
48,73,12,44.33333333,Happy
50,81,17,49.33333333,Happy
35,7,13,18.33333333,Relaxed
66,3,10,26.33333333,Relaxed
68,1,6,25,Relaxed
56,51,8,38.33333333,Concentrated
100,61,21,60.66666667,Fear
67,24,3,31.33333333,Concentrated
64,12,21,32.33333333,Concentrated
22,11,5,12.66666667,Sad
49,52,18,39.66666667,Concentrated
49,46,12,35.66666667,Concentrated
48,62,4,38,Concentrated
68,20,7,31.66666667,Concentrated
27,50,11,29.33333333,Concentrated
35,63,11,36.33333333,Concentrated
100,40,1,47,Happy
43,62,4,36.33333333,Concentrated
40,69,13,40.66666667,Concentrated
99,76,20,65,Fear
9,68,1,26,Relaxed
86,69,21,58.66666667,Fear
25,23,14,20.66666667,Relaxed
74,33,2,36.33333333,Concentrated
23,83,5,37,Concentrated
23,24,16,21,Relaxed
95,24,9,42.66666667,Drunker
37,61,4,34,Concentrated
38,93,19,50,Happy
77,38,15,43.33333333,Happy
17,79,5,33.66666667,Concentrated
44,41,2,29,Concentrated
92,7,11,36.66666667,Concentrated
4,97,15,38.66666667,Concentrated
75,8,15,32.66666667,Concentrated
26,11,19,18.66666667,Relaxed
8,38,10,18.66666667,Relaxed
26,29,4,19.66666667,Relaxed
100,22,1,41,Concentrated
19,13,21,17.66666667,Relaxed
12,83,13,36,Concentrated
67,18,10,31.66666667,Concentrated
62,91,14,55.66666667,Happy
72,1,9,27.33333333,Relaxed
77,75,14,55.33333333,Happy
13,51,5,23,Relaxed
63,17,2,27.33333333,Relaxed
47,91,13,50.33333333,Happy
88,59,13,53.33333333,Happy
78,16,17,37,Concentrated
31,38,13,27.33333333,Relaxed
88,82,12,60.66666667,Fear
97,9,16,40.66666667,Concentrated
86,75,19,60,Fear
9,13,19,13.66666667,Sad
44,82,16,47.33333333,Happy
69,2,3,24.66666667,Relaxed
7,68,14,29.66666667,Concentrated
45,57,13,38.33333333,Concentrated
88,41,9,46,Happy
100,9,16,41.66666667,Concentrated
94,77,2,57.66666667,Fear
85,2,14,33.66666667,Concentrated
50,11,19,26.66666667,Relaxed
38,67,8,37.66666667,Concentrated
33,70,8,37,Concentrated
29,97,1,42.33333333,Drunker
60,55,17,44,Happy
64,1,13,26,Relaxed
36,9,21,22,Relaxed
75,86,21,60.66666667,Fear
39,94,4,45.66666667,Happy
3,91,12,35.33333333,Concentrated
21,4,21,15.33333333,Relaxed
8,62,1,23.66666667,Relaxed
91,60,4,51.66666667,Happy
79,51,21,50.33333333,Happy
92,96,16,68,Fear
67,28,5,33.33333333,Concentrated
22,15,20,19,Relaxed
23,74,18,38.33333333,Concentrated
39,88,6,44.33333333,Happy
25,35,16,25.33333333,Relaxed
79,3,6,29.33333333,Concentrated
27,89,17,44.33333333,Happy
82,63,12,52.33333333,Happy
90,81,4,58.33333333,Fear
53,86,9,49.33333333,Happy
94,38,15,49,Happy
40,91,9,46.66666667,Happy
3,81,2,28.66666667,Drunker
93,76,11,60,Fear
95,51,6,50.66666667,Happy
27,44,10,27,Relaxed
61,94,19,58,Fear
49,63,1,37.66666667,Concentrated
81,79,18,59.33333333,Fear
60,35,4,33,Concentrated
33,73,17,41,Concentrated
80,73,10,54.33333333,Happy
30,21,10,20.33333333,Relaxed
77,14,3,31.33333333,Concentrated
91,59,4,51.33333333,Happy
78,98,14,63.33333333,Fear
34,69,4,35.66666667,Concentrated
14,35,8,19,Relaxed
18,34,18,23.33333333,Relaxed
21,6,19,15.33333333,Relaxed
29,60,10,33,Concentrated
81,49,16,48.66666667,Happy
9,70,10,29.66666667,Concentrated
79,60,11,50,Happy
52,1,4,19,Relaxed
29,39,5,24.33333333,Relaxed
97,63,8,56,Happy
39,62,16,39,Concentrated
21,86,10,39,Concentrated
27,44,14,28.33333333,Drunker
19,96,16,43.66666667,Happy
19,88,8,38.33333333,Concentrated
55,47,6,36,Concentrated
74,97,21,64,Fear
6,5,11,7.333333333,Sad
99,52,4,51.66666667,Happy
71,5,14,30,Concentrated
17,53,16,28.66666667,Drunker
88,9,18,38.33333333,Concentrated
82,82,19,61,Fear
48,42,3,31,Concentrated
78,82,8,56,Happy
36,82,17,45,Happy
14,2,2,6,Sad
98,56,12,55.33333333,Happy
27,79,10,38.66666667,Concentrated
93,50,15,52.66666667,Happy
70,66,18,51.33333333,Happy
13,50,6,23,Relaxed
17,87,12,38.66666667,Concentrated
31,6,12,16.33333333,Relaxed
10,59,18,29,Concentrated
53,53,20,42,Concentrated
96,59,6,53.66666667,Happy
72,96,5,57.66666667,Fear
69,97,10,58.66666667,Fear
35,78,9,40.66666667,Concentrated
42,1,11,18,Relaxed
46,4,6,18.66666667,Relaxed
18,73,16,35.66666667,Concentrated
41,56,9,35.33333333,Concentrated
21,15,21,19,Relaxed
75,6,21,34,Concentrated
73,7,20,33.33333333,Concentrated
58,96,18,57.33333333,Fear
44,34,13,30.33333333,Concentrated
70,92,11,57.66666667,Fear
36,46,5,29,Concentrated
17,45,13,25,Relaxed
72,31,8,37,Concentrated
52,70,3,41.66666667,Concentrated
13,48,9,23.33333333,Relaxed
96,79,4,59.66666667,Fear
56,54,8,39.33333333,Concentrated
57,70,13,46.66666667,Happy
53,18,13,28,Relaxed
12,94,4,36.66666667,Concentrated
2,100,20,40.66666667,Concentrated
21,35,20,25.33333333,Relaxed
77,27,15,39.66666667,Concentrated
14,9,11,11.33333333,Sad
28,88,15,43.66666667,Happy
77,77,20,58,Fear
73,77,14,54.66666667,Happy
76,51,19,48.66666667,Happy
40,50,8,32.66666667,Concentrated
88,97,21,68.66666667,Fear
77,87,6,56.66666667,Drunker
28,35,20,27.66666667,Relaxed
98,57,21,58.66666667,Fear
54,32,1,29,Concentrated
55,19,13,29,Concentrated
75,70,9,51.33333333,Happy
14,20,13,15.66666667,Relaxed
39,51,16,35.33333333,Concentrated
59,5,15,26.33333333,Relaxed
20,86,12,39.33333333,Concentrated
63,85,7,51.66666667,Happy
17,62,7,28.66666667,Drunker
96,21,8,41.66666667,Concentrated
69,12,1,27.33333333,Relaxed
95,40,4,46.33333333,Happy
75,97,19,63.66666667,Fear
38,11,17,22,Relaxed
47,17,21,28.33333333,Drunker
13,69,8,30,Concentrated
38,1,11,16.66666667,Relaxed
46,18,9,24.33333333,Relaxed
13,54,9,25.33333333,Relaxed
99,37,19,51.66666667,Happy
65,45,10,40,Concentrated
27,14,13,18,Relaxed
19,95,20,44.66666667,Happy
67,66,11,48,Happy
18,81,20,39.66666667,Concentrated
97,40,4,47,Happy
5,39,18,20.66666667,Relaxed
42,33,20,31.66666667,Concentrated
66,1,8,25,Relaxed
36,73,19,42.66666667,Drunker
24,41,16,27,Relaxed
88,22,17,42.33333333,Drunker
64,43,19,42,Concentrated
70,92,16,59.33333333,Fear
37,86,7,43.33333333,Happy
67,39,8,38,Concentrated
99,47,7,51,Happy
2,75,1,26,Relaxed
81,26,8,38.33333333,Concentrated
16,71,13,33.33333333,Concentrated
44,65,10,39.66666667,Concentrated
6,40,13,19.66666667,Relaxed
20,59,17,32,Concentrated
89,16,2,35.66666667,Concentrated
17,9,15,13.66666667,Sad
58,77,20,51.66666667,Happy
14,91,4,36.33333333,Concentrated
28,69,3,33.33333333,Concentrated
52,5,20,25.66666667,Relaxed
27,26,15,22.66666667,Relaxed
66,38,2,35.33333333,Concentrated
16,82,3,33.66666667,Concentrated
23,59,14,32,Concentrated
84,3,13,33.33333333,Concentrated
10,54,21,28.33333333,Drunker
61,73,11,48.33333333,Happy
26,36,2,21.33333333,Relaxed
27,25,21,24.33333333,Relaxed
89,78,4,57,Fear
82,81,14,59,Fear
1,93,1,31.66666667,Concentrated
77,7,16,33.33333333,Concentrated
100,64,12,58.66666667,Fear
8,39,21,22.66666667,Relaxed
44,14,7,21.66666667,Relaxed
56,92,1,49.66666667,Happy
47,39,14,33.33333333,Concentrated
97,26,7,43.33333333,Happy
30,42,1,24.33333333,Relaxed
16,29,1,15.33333333,Relaxed
51,95,21,55.66666667,Happy
10,59,21,30,Concentrated
25,70,8,34.33333333,Concentrated
67,83,8,52.66666667,Happy
76,100,1,59,Fear
83,82,5,56.66666667,Drunker
24,77,4,35,Concentrated
59,20,6,28.33333333,Drunker
32,72,2,35.33333333,Concentrated
51,18,14,27.66666667,Relaxed
52,68,9,43,Happy
77,50,10,45.66666667,Happy
50,37,16,34.33333333,Concentrated
64,79,21,54.66666667,Happy
46,32,5,27.66666667,Relaxed
97,70,5,57.33333333,Fear
8,14,14,12,Sad
64,48,21,44.33333333,Happy
39,9,2,16.66666667,Relaxed
89,97,14,66.66666667,Fear
42,68,20,43.33333333,Happy
75,29,2,35.33333333,Concentrated
85,16,9,36.66666667,Concentrated
65,43,16,41.33333333,Concentrated
69,7,4,26.66666667,Relaxed
19,61,5,28.33333333,Drunker
97,61,13,57,Fear
50,41,11,34,Concentrated
82,43,5,43.33333333,Happy
30,6,15,17,Relaxed
47,51,17,38.33333333,Concentrated
43,61,7,37,Concentrated
15,72,1,29.33333333,Concentrated
50,2,18,23.33333333,Relaxed
12,84,15,37,Concentrated
22,18,11,17,Relaxed
80,48,4,44,Happy
96,3,2,33.66666667,Concentrated
17,98,9,41.33333333,Concentrated
71,61,20,50.66666667,Happy
50,71,9,43.33333333,Happy
89,14,5,36,Concentrated
34,100,14,49.33333333,Happy
16,26,11,17.66666667,Relaxed
1,8,6,5,Drunker
44,44,19,35.66666667,Concentrated
65,95,15,58.33333333,Fear
100,27,14,47,Happy
18,84,1,34.33333333,Concentrated
69,79,4,50.66666667,Happy
76,88,3,55.66666667,Happy
56,93,2,50.33333333,Happy
72,24,19,38.33333333,Concentrated
65,83,13,53.66666667,Happy
14,72,1,29,Concentrated
71,8,8,29,Concentrated
67,25,17,36.33333333,Concentrated
74,36,2,37.33333333,Concentrated
54,19,9,27.33333333,Relaxed
22,64,9,31.66666667,Concentrated
5,59,7,23.66666667,Relaxed
47,48,16,37,Concentrated
46,30,13,29.66666667,Concentrated
83,46,21,50,Happy
91,20,15,42,Concentrated
29,68,12,36.33333333,Concentrated
73,89,10,57.33333333,Fear
95,42,6,47.66666667,Happy
82,28,9,39.66666667,Concentrated
58,17,18,31,Concentrated
68,24,1,31,Concentrated
44,71,10,41.66666667,Concentrated
83,71,9,54.33333333,Happy
81,90,3,58,Fear
95,71,19,61.66666667,Fear
11,87,16,38,Concentrated
41,96,3,46.66666667,Happy
86,43,6,45,Happy
32,89,2,41,Concentrated
28,12,8,16,Relaxed
81,61,7,49.66666667,Happy
24,64,10,32.66666667,Concentrated
13,70,8,30.33333333,Concentrated
16,7,4,9,Sad
10,38,14,20.66666667,Relaxed
87,87,12,62,Fear
74,4,8,28.66666667,Drunker
71,19,17,35.66666667,Concentrated
92,90,14,65.33333333,Fear
24,12,3,13,Sad
41,87,19,49,Happy
100,62,20,60.66666667,Fear
52,42,13,35.66666667,Concentrated
16,40,5,20.33333333,Relaxed
61,13,14,29.33333333,Concentrated
94,51,6,50.33333333,Happy
33,69,12,38,Concentrated
1,92,10,34.33333333,Concentrated
7,18,1,8.666666667,Sad
100,56,21,59,Fear
66,27,1,31.33333333,Concentrated
54,61,2,39,Concentrated
29,39,21,29.66666667,Concentrated
82,2,7,30.33333333,Concentrated
37,19,16,24,Relaxed
65,68,14,49,Happy
55,29,18,34,Concentrated
7,67,10,28,Relaxed
56,43,16,38.33333333,Concentrated
92,41,7,46.66666667,Happy
10,90,13,37.66666667,Concentrated
49,16,15,26.66666667,Relaxed
60,39,2,33.66666667,Concentrated
13,18,6,12.33333333,Sad
92,44,13,49.66666667,Happy
82,1,15,32.66666667,Concentrated
100,52,21,57.66666667,Fear
24,11,15,16.66666667,Relaxed
3,72,10,28.33333333,Drunker
95,23,19,45.66666667,Happy
42,64,14,40,Concentrated
76,52,15,47.66666667,Happy
39,83,14,45.33333333,Happy
71,13,2,28.66666667,Drunker
25,96,5,42,Concentrated
60,99,18,59,Fear
11,1,10,7.333333333,Sad
5,15,7,9,Sad
46,13,21,26.66666667,Relaxed
19,80,8,35.66666667,Concentrated
37,41,4,27.33333333,Relaxed
1,36,4,13.66666667,Sad
14,52,1,22.33333333,Relaxed
72,22,6,33.33333333,Concentrated
29,90,7,42,Concentrated
63,5,2,23.33333333,Relaxed
24,46,12,27.33333333,Relaxed
76,68,12,52,Happy
37,7,10,18,Relaxed
99,90,6,65,Fear
17,8,3,9.333333333,Sad
47,15,18,26.66666667,Relaxed
58,59,4,40.33333333,Concentrated
64,33,6,34.33333333,Concentrated
81,81,16,59.33333333,Fear
60,30,18,36,Concentrated
78,89,16,61,Fear
91,71,4,55.33333333,Happy
92,79,9,60,Fear
30,27,14,23.66666667,Relaxed
9,39,8,18.66666667,Relaxed
93,18,15,42,Concentrated
38,20,19,25.66666667,Relaxed
13,1,10,8,Sad
57,7,9,24.33333333,Relaxed
84,65,7,52,Happy
77,4,8,29.66666667,Concentrated
49,77,13,46.33333333,Happy
62,13,21,32,Concentrated
31,48,3,27.33333333,Relaxed
10,54,16,26.66666667,Relaxed
91,15,12,39.33333333,Concentrated
27,32,14,24.33333333,Relaxed
9,98,15,40.66666667,Concentrated
52,21,1,24.66666667,Relaxed
100,11,20,43.66666667,Happy
87,93,21,67,Fear
78,5,13,32,Concentrated
66,81,18,55,Happy
38,54,6,32.66666667,Concentrated
76,5,9,30,Concentrated
54,13,4,23.66666667,Relaxed
16,85,1,34,Concentrated
22,48,13,27.66666667,Relaxed
19,92,12,41,Concentrated
53,32,19,34.66666667,Concentrated
33,99,19,50.33333333,Happy
28,30,7,21.66666667,Relaxed
10,97,7,38,Concentrated
48,92,17,52.33333333,Happy
90,16,3,36.33333333,Concentrated
89,61,12,54,Happy
6,9,12,9,Sad
4,33,3,13.33333333,Sad
86,22,16,41.33333333,Concentrated
93,51,5,49.66666667,Happy
39,32,19,30,Concentrated
31,33,18,27.33333333,Relaxed
17,43,2,20.66666667,Relaxed
57,50,17,41.33333333,Concentrated
13,67,19,33,Concentrated
56,58,5,39.66666667,Concentrated
68,99,2,56.33333333,Drunker
62,34,15,37,Concentrated
100,54,6,53.33333333,Happy
84,24,5,37.66666667,Concentrated
22,33,20,25,Relaxed
7,19,12,12.66666667,Sad
25,62,11,32.66666667,Concentrated
31,14,9,18,Relaxed
15,60,5,26.66666667,Relaxed
100,80,1,60.33333333,Fear
73,89,13,58.33333333,Fear
24,99,17,46.66666667,Happy
25,64,10,33,Concentrated
98,57,17,57.33333333,Fear
77,60,4,47,Happy
59,84,16,53,Happy
43,23,16,27.33333333,Relaxed
15,22,5,14,Sad
39,24,18,27,Relaxed
50,5,12,22.33333333,Relaxed
86,26,1,37.66666667,Concentrated
77,38,18,44.33333333,Happy
41,25,18,28,Relaxed
3,65,8,25.33333333,Relaxed
96,85,15,65.33333333,Fear
1,35,15,17,Relaxed
19,65,7,30.33333333,Concentrated
89,25,9,41,Concentrated
72,98,1,57,Fear
68,12,13,31,Concentrated
62,35,18,38.33333333,Concentrated
17,91,3,37,Concentrated
24,14,4,14,Sad
73,19,2,31.33333333,Concentrated
34,33,2,23,Relaxed
86,14,14,38,Concentrated
45,78,13,45.33333333,Happy
10,33,17,20,Relaxed
26,59,14,33,Concentrated
70,89,19,59.33333333,Fear
26,32,13,23.66666667,Relaxed
26,53,10,29.66666667,Concentrated
31,87,11,43,Happy
61,74,19,51.33333333,Happy
76,61,20,52.33333333,Happy
52,24,2,26,Relaxed
18,31,11,20,Relaxed
48,20,3,23.66666667,Relaxed
58,86,16,53.33333333,Happy
45,46,5,32,Concentrated
75,54,7,45.33333333,Happy
47,69,20,45.33333333,Happy
67,12,11,30,Concentrated
8,83,20,37,Concentrated
8,80,21,36.33333333,Concentrated
87,82,12,60.33333333,Fear
28,26,17,23.66666667,Relaxed
65,98,18,60.33333333,Fear
75,28,13,38.66666667,Concentrated
29,59,3,30.33333333,Concentrated
87,85,20,64,Fear
93,3,19,38.33333333,Concentrated
2,31,14,15.66666667,Relaxed
26,6,1,11,Sad
94,69,10,57.66666667,Fear
94,25,1,40,Concentrated
32,85,12,43,Happy
81,88,19,62.66666667,Fear
22,22,2,15.33333333,Relaxed
63,87,16,55.33333333,Happy
92,2,13,35.66666667,Concentrated
10,92,20,40.66666667,Concentrated
25,21,5,17,Relaxed
25,82,15,40.66666667,Concentrated
6,51,5,20.66666667,Relaxed
71,34,15,40,Concentrated
65,79,5,49.66666667,Happy
24,83,6,37.66666667,Concentrated
75,30,21,42,Concentrated
85,24,2,37,Concentrated
40,66,6,37.33333333,Concentrated
66,97,1,54.66666667,Happy
97,1,3,33.66666667,Concentrated
19,24,14,19,Relaxed
79,46,13,46,Happy
45,70,2,39,Concentrated
7,59,8,24.66666667,Relaxed
14,6,4,8,Sad
74,57,7,46,Happy
44,98,18,53.33333333,Happy
12,100,16,42.66666667,Drunker
77,66,19,54,Happy
61,30,11,34,Concentrated
17,5,19,13.66666667,Sad
45,39,19,34.33333333,Concentrated
83,21,4,36,Concentrated
85,63,1,49.66666667,Happy
29,96,8,44.33333333,Happy
28,36,16,26.66666667,Relaxed
39,76,6,40.33333333,Concentrated
70,40,13,41,Concentrated
80,71,9,53.33333333,Happy
87,13,5,35,Concentrated
9,13,7,9.666666667,Sad
18,67,20,35,Concentrated
32,86,11,43,Happy
58,76,18,50.66666667,Happy
42,63,15,40,Concentrated
69,6,7,27.33333333,Relaxed
84,27,3,38,Concentrated
73,64,18,51.66666667,Happy
50,12,21,27.66666667,Relaxed
78,56,17,50.33333333,Happy
14,85,18,39,Concentrated
49,28,4,27,Relaxed
31,68,18,39,Concentrated
98,25,10,44.33333333,Happy
87,59,9,51.66666667,Happy
54,25,20,33,Concentrated
32,6,11,16.33333333,Relaxed
38,27,12,25.66666667,Relaxed
20,23,5,16,Relaxed
64,33,10,35.66666667,Concentrated
11,64,6,27,Relaxed
49,22,4,25,Relaxed
49,32,15,32,Concentrated
56,86,13,51.66666667,Happy
9,82,15,35.33333333,Concentrated
12,44,5,20.33333333,Relaxed
43,8,2,17.66666667,Relaxed
51,96,17,54.66666667,Happy
25,87,20,44,Happy
74,8,2,28,Relaxed
58,98,16,57.33333333,Fear
28,13,15,18.66666667,Relaxed
43,74,18,45,Happy
87,18,1,35.33333333,Concentrated
71,6,5,27.33333333,Relaxed
96,3,21,40,Concentrated
55,52,16,41,Concentrated
59,4,19,27.33333333,Relaxed
38,33,13,28,Relaxed
44,30,16,30,Concentrated
70,7,11,29.33333333,Concentrated
14,85,20,39.66666667,Concentrated
17,20,19,18.66666667,Relaxed
98,91,10,66.33333333,Fear
8,37,8,17.66666667,Relaxed
5,72,4,27,Relaxed
80,13,8,33.66666667,Concentrated
80,5,16,33.66666667,Concentrated
7,83,5,31.66666667,Concentrated
67,22,3,30.66666667,Concentrated
26,29,8,21,Relaxed
70,22,10,34,Concentrated
71,46,4,40.33333333,Concentrated
42,28,1,23.66666667,Relaxed
44,84,16,48,Happy
73,64,12,49.66666667,Happy
84,31,12,42.33333333,Drunker
68,12,2,27.33333333,Relaxed
47,60,12,39.66666667,Concentrated
81,65,21,55.66666667,Happy
26,14,20,20,Relaxed
40,66,1,35.66666667,Concentrated
93,54,10,52.33333333,Happy
97,44,14,51.66666667,Happy
51,29,13,31,Concentrated
33,87,19,46.33333333,Happy
70,11,15,32,Concentrated
4,11,20,11.66666667,Sad
10,64,9,27.66666667,Relaxed
75,61,10,48.66666667,Happy
72,3,8,27.66666667,Relaxed
85,31,12,42.66666667,Drunker
99,19,20,46,Happy
57,75,4,45.33333333,Happy
19,65,8,30.66666667,Concentrated
5,99,20,41.33333333,Concentrated
32,6,14,17.33333333,Relaxed
97,96,6,66.33333333,Fear
35,33,14,27.33333333,Relaxed
83,65,2,50,Happy
24,25,6,18.33333333,Relaxed
22,72,10,34.66666667,Concentrated
21,100,6,42.33333333,Drunker
17,85,16,39.33333333,Concentrated
61,79,1,47,Happy
99,86,18,67.66666667,Fear
70,17,21,36,Concentrated
17,30,15,20.66666667,Relaxed
77,87,5,56.33333333,Drunker
81,16,2,33,Concentrated
41,52,17,36.66666667,Concentrated
81,1,7,29.66666667,Concentrated
26,88,19,44.33333333,Happy
94,24,1,39.66666667,Concentrated
22,25,8,18.33333333,Relaxed
81,46,14,47,Happy
66,46,14,42,Concentrated
29,47,14,30,Concentrated
64,52,5,40.33333333,Concentrated
69,77,5,50.33333333,Happy
24,77,8,36.33333333,Concentrated
10,18,14,14,Sad
44,28,13,28.33333333,Drunker
84,54,9,49,Happy
33,71,8,37.33333333,Concentrated
22,50,7,26.33333333,Relaxed
31,84,6,40.33333333,Concentrated
40,41,11,30.66666667,Concentrated
82,75,1,52.66666667,Happy
85,46,4,45,Happy
44,32,15,30.33333333,Concentrated
62,91,7,53.33333333,Happy
96,45,7,49.33333333,Happy
44,25,2,23.66666667,Relaxed
95,11,16,40.66666667,Concentrated
29,2,6,12.33333333,Sad
86,25,21,44,Happy
90,39,4,44.33333333,Happy
91,30,4,41.66666667,Concentrated
81,74,12,55.66666667,Happy
33,3,6,14,Sad
94,46,9,49.66666667,Happy
93,17,6,38.66666667,Concentrated
53,53,5,37,Concentrated
1,15,10,8.666666667,Sad
90,15,8,37.66666667,Concentrated
6,5,6,5.666666667,Drunker
68,9,18,31.66666667,Concentrated
9,16,19,14.66666667,Drunker
51,84,7,47.33333333,Happy
29,14,3,15.33333333,Relaxed
14,96,19,43,Happy
29,4,12,15,Relaxed
13,72,5,30,Concentrated
32,37,21,30,Concentrated
16,95,3,38,Concentrated
59,81,17,52.33333333,Happy
43,90,14,49,Happy
8,38,3,16.33333333,Relaxed
12,42,15,23,Relaxed
66,82,10,52.66666667,Happy
60,11,2,24.33333333,Relaxed
59,96,8,54.33333333,Happy
83,46,21,50,Happy
89,92,10,63.66666667,Fear
78,52,1,43.66666667,Happy
20,75,3,32.66666667,Concentrated
33,17,1,17,Relaxed
12,42,3,19,Relaxed
16,56,3,25,Relaxed
57,20,8,28.33333333,Drunker
79,74,14,55.66666667,Happy
51,72,4,42.33333333,Drunker
89,34,19,47.33333333,Happy
98,81,11,63.33333333,Fear
5,93,17,38.33333333,Concentrated
87,97,5,63,Fear
99,72,7,59.33333333,Fear
26,40,19,28.33333333,Drunker
32,58,21,37,Concentrated
34,55,2,30.33333333,Concentrated
68,73,13,51.33333333,Happy
30,66,16,37.33333333,Concentrated
12,70,2,28,Relaxed
33,34,12,26.33333333,Relaxed
80,69,11,53.33333333,Happy
48,29,7,28,Relaxed
97,44,9,50,Happy
11,67,12,30,Concentrated
5,10,21,12,Sad
56,41,19,38.66666667,Concentrated
90,11,15,38.66666667,Concentrated
93,51,12,52,Happy
50,63,11,41.33333333,Concentrated
70,95,4,56.33333333,Drunker
55,4,8,22.33333333,Relaxed
27,75,9,37,Concentrated
34,58,4,32,Concentrated
87,28,10,41.66666667,Concentrated
1,1,12,4.666666667,Drunker
47,59,12,39.33333333,Concentrated
49,23,7,26.33333333,Relaxed
82,59,14,51.66666667,Happy
67,55,13,45,Happy
45,28,21,31.33333333,Concentrated
47,28,20,31.66666667,Concentrated
92,73,17,60.66666667,Fear
24,7,7,12.66666667,Sad
19,87,1,35.66666667,Concentrated
42,22,5,23,Relaxed
85,88,12,61.66666667,Fear
7,58,9,24.66666667,Relaxed
20,43,20,27.66666667,Relaxed
72,47,5,41.33333333,Concentrated
85,86,1,57.33333333,Fear
20,69,13,34,Concentrated
23,68,4,31.66666667,Concentrated
57,81,1,46.33333333,Happy
44,57,8,36.33333333,Concentrated
11,83,11,35,Concentrated
85,83,15,61,Fear
76,13,1,30,Concentrated
42,60,16,39.33333333,Concentrated
17,25,16,19.33333333,Relaxed
79,59,13,50.33333333,Happy
85,95,1,60.33333333,Fear
79,73,1,51,Happy
36,88,13,45.66666667,Happy
91,22,1,38,Concentrated
32,36,21,29.66666667,Concentrated
14,33,7,18,Relaxed
48,7,15,23.33333333,Relaxed
54,65,5,41.33333333,Concentrated
37,44,7,29.33333333,Concentrated
45,14,10,23,Relaxed
40,43,18,33.66666667,Concentrated
41,100,15,52,Happy
73,95,15,61,Fear
8,25,11,14.66666667,Drunker
39,48,12,33,Concentrated
30,25,7,20.66666667,Relaxed
4,99,20,41,Concentrated
34,77,6,39,Concentrated
95,15,9,39.66666667,Concentrated
23,51,3,25.66666667,Relaxed
75,56,11,47.33333333,Happy
99,77,11,62.33333333,Fear
57,74,18,49.66666667,Happy
79,79,12,56.66666667,Drunker
53,85,19,52.33333333,Happy
72,56,2,43.33333333,Happy
10,35,15,20,Relaxed
46,86,11,47.66666667,Happy
57,13,17,29,Concentrated
60,30,7,32.33333333,Concentrated
2,52,13,22.33333333,Relaxed
12,15,19,15.33333333,Relaxed
7,50,12,23,Relaxed
33,9,4,15.33333333,Relaxed
64,5,15,28,Relaxed
19,10,4,11,Sad
42,97,10,49.66666667,Happy
97,36,17,50,Happy
29,88,1,39.33333333,Concentrated
60,36,14,36.66666667,Concentrated
85,23,16,41.33333333,Concentrated
33,66,9,36,Concentrated
93,94,4,63.66666667,Fear
100,84,7,63.66666667,Fear
29,18,20,22.33333333,Relaxed
44,47,12,34.33333333,Concentrated
40,16,10,22,Relaxed
37,80,2,39.66666667,Concentrated
39,79,16,44.66666667,Happy
77,41,12,43.33333333,Happy
72,32,10,38,Concentrated
62,73,21,52,Happy
87,12,12,37,Concentrated
64,10,7,27,Relaxed
63,44,10,39,Concentrated
91,4,17,37.33333333,Concentrated
59,46,16,40.33333333,Concentrated
44,3,9,18.66666667,Relaxed
82,22,14,39.33333333,Concentrated
29,41,15,28.33333333,Drunker
80,4,19,34.33333333,Concentrated
14,27,1,14,Sad
99,67,14,60,Fear
16,30,11,19,Relaxed
19,87,8,38,Concentrated
33,100,11,48,Happy
15,63,16,31.33333333,Concentrated
24,54,14,30.66666667,Concentrated
56,22,10,29.33333333,Concentrated
87,96,19,67.33333333,Fear
81,31,21,44.33333333,Happy
15,34,5,18,Relaxed
15,22,1,12.66666667,Sad
48,68,19,45,Happy
28,24,7,19.66666667,Relaxed
11,74,16,33.66666667,Concentrated
82,39,20,47,Happy
62,27,10,33,Concentrated
53,8,10,23.66666667,Relaxed
78,98,3,59.66666667,Fear
26,72,21,39.66666667,Concentrated
97,61,13,57,Fear
78,78,1,52.33333333,Happy
68,39,13,40,Concentrated
76,20,12,36,Concentrated
48,26,6,26.66666667,Relaxed
23,81,12,38.66666667,Concentrated
23,36,4,21,Relaxed
82,57,12,50.33333333,Happy
68,52,1,40.33333333,Concentrated
34,75,12,40.33333333,Concentrated
56,87,11,51.33333333,Happy
38,30,5,24.33333333,Relaxed
11,30,2,14.33333333,Drunker
32,78,12,40.66666667,Concentrated
